1.000, 0.000, 0.000, 0.000, 1.000, 0.000
0.995, 0.100, 0.010, 0.100, 0.995, 0.199
0.980, 0.199, 0.020, 0.199, 0.980, 0.389
0.955, 0.296, 0.030, 0.296, 0.955, 0.565
0.921, 0.389, 0.040, 0.389, 0.921, 0.717
0.878, 0.479, 0.050, 0.479, 0.878, 0.841
0.825, 0.565, 0.060, 0.565, 0.825, 0.932
0.765, 0.644, 0.070, 0.644, 0.765, 0.985
0.697, 0.717, 0.080, 0.717, 0.697, 1.000
0.622, 0.783, 0.090, 0.783, 0.622, 0.974
0.540, 0.841, 0.100, 0.841, 0.540, 0.909
0.454, 0.891, 0.110, 0.891, 0.454, 0.808
0.362, 0.932, 0.120, 0.932, 0.362, 0.675
0.267, 0.964, 0.130, 0.964, 0.267, 0.516
0.170, 0.985, 0.140, 0.985, 0.170, 0.335
0.071, 0.997, 0.150, 0.997, 0.071, 0.141
-0.029, 1.000, 0.160, 1.000, -0.029, 0.058
-0.129, 0.992, 0.170, 0.992, -0.129, 0.256
-0.227, 0.974, 0.180, 0.974, -0.227, 0.443
-0.323, 0.946, 0.190, 0.946, -0.323, 0.612
-0.416, 0.909, 0.200, 0.909, -0.416, 0.757
-0.505, 0.863, 0.210, 0.863, -0.505, 0.872
-0.589, 0.808, 0.220, 0.808, -0.589, 0.952
-0.666, 0.746, 0.230, 0.746, -0.666, 0.994
-0.737, 0.675, 0.240, 0.675, -0.737, 0.996
-0.801, 0.598, 0.250, 0.598, -0.801, 0.959
-0.857, 0.516, 0.260, 0.516, -0.857, 0.883
-0.904, 0.427, 0.270, 0.427, -0.904, 0.773
-0.942, 0.335, 0.280, 0.335, -0.942, 0.631
-0.971, 0.239, 0.290, 0.239, -0.971, 0.465
-0.990, 0.141, 0.300, 0.141, -0.990, 0.279
-0.999, 0.042, 0.310, 0.042, -0.999, 0.083
-0.998, -0.058, 0.320, -0.058, -0.998, 0.117
-0.987, -0.158, 0.330, -0.158, -0.987, 0.312
-0.967, -0.256, 0.340, -0.256, -0.967, 0.494
-0.936, -0.351, 0.350, -0.351, -0.936, 0.657
-0.897, -0.443, 0.360, -0.443, -0.897, 0.794
-0.848, -0.530, 0.370, -0.530, -0.848, 0.899
-0.791, -0.612, 0.380, -0.612, -0.791, 0.968
-0.726, -0.688, 0.390, -0.688, -0.726, 0.999
-0.654, -0.757, 0.400, -0.757, -0.654, 0.989
-0.575, -0.818, 0.410, -0.818, -0.575, 0.941
-0.490, -0.872, 0.420, -0.872, -0.490, 0.855
-0.401, -0.916, 0.430, -0.916, -0.401, 0.734
-0.307, -0.952, 0.440, -0.952, -0.307, 0.585
-0.211, -0.978, 0.450, -0.978, -0.211, 0.412
-0.112, -0.994, 0.460, -0.994, -0.112, 0.223
-0.012, -1.000, 0.470, -1.000, -0.012, 0.025
0.087, -0.996, 0.480, -0.996, 0.087, 0.174
0.187, -0.982, 0.490, -0.982, 0.187, 0.366
0.284, -0.959, 0.500, -0.959, 0.284, 0.544
0.378, -0.926, 0.510, -0.926, 0.378, 0.700
0.469, -0.883, 0.520, -0.883, 0.469, 0.828
0.554, -0.832, 0.530, -0.832, 0.554, 0.923
0.635, -0.773, 0.540, -0.773, 0.635, 0.981
0.709, -0.706, 0.550, -0.706, 0.709, 1.000
0.776, -0.631, 0.560, -0.631, 0.776, 0.979
0.835, -0.551, 0.570, -0.551, 0.835, 0.919
0.886, -0.465, 0.580, -0.465, 0.886, 0.823
0.927, -0.374, 0.590, -0.374, 0.927, 0.694
0.960, -0.279, 0.600, -0.279, 0.960, 0.537
0.983, -0.182, 0.610, -0.182, 0.983, 0.358
0.997, -0.083, 0.620, -0.083, 0.997, 0.166
1.000, 0.017, 0.630, 0.017, 1.000, 0.034
0.993, 0.117, 0.640, 0.117, 0.993, 0.232
0.977, 0.215, 0.650, 0.215, 0.977, 0.420
0.950, 0.312, 0.660, 0.312, 0.950, 0.592
0.914, 0.405, 0.670, 0.405, 0.914, 0.740
0.869, 0.494, 0.680, 0.494, 0.869, 0.859
0.816, 0.578, 0.690, 0.578, 0.816, 0.944
0.754, 0.657, 0.700, 0.657, 0.754, 0.991
0.685, 0.729, 0.710, 0.729, 0.685, 0.998
0.608, 0.794, 0.720, 0.794, 0.608, 0.966
0.526, 0.850, 0.730, 0.850, 0.526, 0.895
0.439, 0.899, 0.740, 0.899, 0.439, 0.788
0.347, 0.938, 0.750, 0.938, 0.347, 0.650
0.251, 0.968, 0.760, 0.968, 0.251, 0.486
0.153, 0.988, 0.770, 0.988, 0.153, 0.303
0.054, 0.999, 0.780, 0.999, 0.054, 0.108
